Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m³)
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),642,ROU,Romania,Europe,"Coffee, not roasted, decaffeinated",90112,2002,27.16922,19.6256,,,,,,,19.38552,13.923383,2.9242146
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),642,ROU,Romania,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,5261.786,5900.207,,,,,,,5828.03,4185.6187,879.13116
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),643,RUS,Russian Federation,Europe,"Coffee, not roasted, decaffeinated",90112,2002,1.317,0.599,,,,,,,0.5916724,0.431,0.088999994
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),643,RUS,Russian Federation,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,7236.773,5824.8726,,,,,,,5753.6167,4187.134,867.9062
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),643,RUS,Russian Federation,Europe,"Coffee, roasted, not decaffeinated",90121,2002,675.994,356.285,,,,,,,195.95676,305.154,53.086
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),654,SHN,Saint Helena,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2002,55.296,50.551,,,,,,,49.932606,37.378998,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),660,AIA,Anguilla,Latin America and the Caribbean,"Coffee, not roasted, not decaffeinated",90111,2002,36.288,33.174,,,,,,,32.76818,,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),682,SAU,Saudi Arabia,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,133.13449,123.49643,,,,,,,121.985695,97.59118,18.401423
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),690,SYC,Seychelles,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2002,4.71,4.306,,,,,,,4.253325,3.6020002,0.642
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),699,IND,India,Central and Southern Asia,Coffee husks & skins,90190,2002,218.094,518.831,,,,,,,285.35706,,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),699,IND,India,Central and Southern Asia,"Coffee, not roasted, not decaffeinated",90111,2002,693.064,1405,,,,,,,1387.8126,2198.874,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2002,0.143,0.009,,,,,,,0.00495,,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2002,6320.6074,6616.309,,,,,,,6535.3716,5133.717,985.8302
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2002,4.812,0.906,,,,,,,0.49830002,0.835,0.135
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),703,SVK,Slovakia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,426.76706,749.4956,,,,,,,740.327,609.12506,111.67487
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),705,SVN,Slovenia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,161.65366,216.02896,,,,,,,213.38628,170.94476,32.18873
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),710,ZAF,South Africa,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2002,1524.0847,1928.898,,,,,,,1905.3018,1547.2585,287.40533
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),724,ESP,Spain,Europe,"Coffee, not roasted, decaffeinated",90112,2002,103.3731,81.598,,,,,,,80.59981,60.272,12.158
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),724,ESP,Spain,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,23566.75,27705.26,,,,,,,27366.34,20466.123,4128.0835
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),724,ESP,Spain,Europe,"Coffee, roasted, decaffeinated",90122,2002,0.484054,0.1,,,,,,,0.055000003,0.087000005,0.015000001
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),748,SWZ,Eswatini,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2002,3889.896,3556.101,,,,,,,3512.599,2522.657,529.859
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),752,SWE,Sweden,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,93.08395,94.65608,,,,,,,93.49815,115.082115,14.10414
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),757,CHE,Switzerland,Europe,"Coffee, not roasted, decaffeinated",90112,2002,22.693941,17.415,,,,,,,17.201963,12.77,2.5950003
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),757,CHE,Switzerland,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,12500.415,11754.926,,,,,,,11611.128,8620.455,1751.4841
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),757,CHE,Switzerland,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.158361,0.019,,,,,,,0.01045,0.015999999,0.003
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),760,SYR,Syria,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,203.80283,88.29455,,,,,,,87.21444,63.69787,13.155839
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2002,45.504,41.599,,,,,,,41.09012,57.601997,6.198
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2002,45.36,41.468,,,,,,,40.96072,29.196,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),784,ARE,United Arab Emirates,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,75.989,69.468,,,,,,,68.6182,58.735,10.351001
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),788,TUN,Tunisia,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,195.88884,219.56898,,,,,,,216.883,161.08914,32.715923
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),792,TUR,Turkey,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,180.5391,217.9407,,,,,,,215.27463,170.79738,32.473255
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),804,UKR,Ukraine,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,599.502,698.95337,,,,,,,690.4031,545.78625,104.14441
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),804,UKR,Ukraine,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.46,0.054,,,,,,,0.029700002,,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),807,MKD,North Macedonia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,1031.2721,1510.66,,,,,,,1492.18,1073.764,225.08801
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),818,EGY,Egypt,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,368.404,336.791,,,,,,,332.67102,247.68399,50.182
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,13906.472,14854.372,,,,,,,14672.658,10604.431,2213.301
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),834,TZA,Tanzania,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2002,122.181,111.697,,,,,,,110.330605,180.829,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),842,USA,United States,Northern America,Coffee husks & skins,90190,2002,81.212,19.351,,,,,,,10.64305,,
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),842,USA,United States,Northern America,"Coffee, not roasted, decaffeinated",90112,2002,2651.035,1498.203,,,,,,,1479.8755,1112.6031,223.2321
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2002,59384.48,46381.293,,,,,,,45813.91,34443.93,6910.813
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),842,USA,United States,Northern America,"Coffee, roasted, decaffeinated",90122,2002,100.27,20.194,,,,,,,11.1067,17.866106,3.009021
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2002,554.931,128.338,,,,,,,70.5859,113.555374,19.122162
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),891,SCG,Serbia and Montenegro,,"Coffee, not roasted, not decaffeinated",90111,2002,180.443,204.033,,,,,,,201.53706,172.0327,30.401299
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),899,,"Areas, nes",,"Coffee, not roasted, not decaffeinated",90111,2002,892.068,815.519,,,,,,,805.5427,,
705,SVN,Slovenia,Europe,40,AUT,Austria,Europe,"Coffee, roasted, not decaffeinated",90121,2000,3.062,0.504,,,,,,,0.2772,0.632,3.013
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,154.847,88.43,,,,,,,87.348236,127.99,290.227
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, roasted, decaffeinated",90122,2000,1.544,0.305,,,,,,,0.16775,0.525,1.001
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, roasted, not decaffeinated",90121,2000,34.664,9.659,,,,,,,5.3124504,16.658,31.701
705,SVN,Slovenia,Europe,124,CAN,Canada,Northern America,"Coffee, roasted, not decaffeinated",90121,2000,27.742733,4.528827,,,,,,,2.490855,7.865879,27.086462
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,139.227,63.611,,,,,,,62.832844,38.489998,208.771
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, roasted, decaffeinated",90122,2000,0.3683647,0.059999995,,,,,,,0.032999996,0.041999996,0.19699998
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, roasted, not decaffeinated",90121,2000,163.98573,66.75566,,,,,,,36.715614,48.126266,219.09166
705,SVN,Slovenia,Europe,203,CZE,Czech Republic,Europe,"Coffee, roasted, not decaffeinated",90121,2000,87.93831,71.29758,,,,,,,39.21367,27.656334,426.4305
705,SVN,Slovenia,Europe,276,DEU,Germany,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,0.098,0.2,,,,,,,0.1975534,0.044,0.001
705,SVN,Slovenia,Europe,276,DEU,Germany,Europe,"Coffee, roasted, decaffeinated",90122,2000,,,,,0.003,,0.011,,,,
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,9.694,7.302,,,,,,,7.2126746,0.026,41.664997
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,"Coffee, roasted, decaffeinated",90122,2000,0.6031091,0.12611543,,,,,,,0.06936349,,0.72001797
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,"Coffee, roasted, not decaffeinated",90121,2000,362.5814,285.68585,,,,,,,157.12723,1.2160136,1630.1232
705,SVN,Slovenia,Europe,643,RUS,Russian Federation,Europe,"Coffee, roasted, decaffeinated",90122,2000,2.725473,0.5091182,,,,,,,0.28001502,0.74905586,1.6705852
705,SVN,Slovenia,Europe,643,RUS,Russian Federation,Europe,"Coffee, roasted, not decaffeinated",90121,2000,54.05127,11.29648,,,,,,,6.213064,16.668135,37.07462
705,SVN,Slovenia,Europe,699,IND,India,Central and Southern Asia,"Coffee, not roasted, not decaffeinated",90111,2000,47.084,54,,,,,,,53.339417,18.133999,177.228
705,SVN,Slovenia,Europe,703,SVK,Slovakia,Europe,"Coffee, roasted, not decaffeinated",90121,2000,73.236,59.747,,,,,,,32.86085,83.042,357.28702
705,SVN,Slovenia,Europe,710,ZAF,South Africa,Sub-Saharan Africa,"Coffee, roasted, decaffeinated",90122,2000,12.567,1.2,,,,,,,0.66,0.621,0.42000002
705,SVN,Slovenia,Europe,752,SWE,Sweden,Europe,Coffee husks & skins,90190,2000,5.732,0.346,,,,,,,0.1903,,
705,SVN,Slovenia,Europe,752,SWE,Sweden,Europe,"Coffee, roasted, not decaffeinated",90121,2000,179.83029,45.78312,,,,,,,25.180716,29.447577,133.91606
705,SVN,Slovenia,Europe,757,CHE,Switzerland,Europe,"Coffee, roasted, not decaffeinated",90121,2000,27.205,21.579,,,,,,,11.86845,17.387001,67.391
705,SVN,Slovenia,Europe,800,UGA,Uganda,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2000,10.989,6.22,,,,,,,6.1439104,,
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,Coffee husks & skins,90190,2000,0.014,0.086,,,,,,,0.047300003,,
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,0.00471,0.004,,,,,,,0.003951068,0.004,0.013
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, roasted, decaffeinated",90122,2000,1.1566068,0.22370788,,,,,,,0.12303934,0.44449726,0.734612
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, roasted, not decaffeinated",90121,2000,32.71639,7.730356,,,,,,,4.251696,15.362102,25.370756
705,SVN,Slovenia,Europe,818,EGY,Egypt,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2000,0.035,0.007,,,,,,,0.00385,0.003,0.002
705,SVN,Slovenia,Europe,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2000,15.453537,3.3621125,,,,,,,1.849162,3.9843824,10.533622
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,Coffee husks & skins,90190,2000,0.159,0.18,,,,,,,0.09900001,,
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, roasted, decaffeinated",90122,2000,0.328,0.06,,,,,,,0.033,0.111,0.197
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, roasted, not decaffeinated",90121,2000,20.44,4.41,,,,,,,2.4255,8.23,14.473999
705,SVN,Slovenia,Europe,8,ALB,Albania,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,45.648,49.272,,,,,,,48.669254,79.935,168.904
705,SVN,Slovenia,Europe,36,AUS,Australia,Australia and New Zealand,"Coffee, roasted, not decaffeinated",90121,2001,1.5600364,0.315,,,,,,,0.17325,0.325,1.0059999
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,56.469,38.005,,,,,,,37.540085,54.020004,130.281
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, roasted, decaffeinated",90122,2001,1.401,0.068,,,,,,,0.037400004,,
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, roasted, not decaffeinated",90121,2001,50.301,11.33,,,,,,,6.2315,19.187,38.839
705,SVN,Slovenia,Europe,124,CAN,Canada,Northern America,"Coffee, roasted, not decaffeinated",90121,2001,12.807526,2.0550456,,,,,,,1.1302751,3.3093307,12.591116
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,Coffee husks & skins,90190,2001,0.479,0.551,,,,,,,0.30305,,
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, not roasted, decaffeinated",90112,2001,1.188,1.716,,,,,,,1.6950082,1.06,5.882
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,115.004,58.74,,,,,,,58.021435,36.265003,201.36101
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, roasted, decaffeinated",90122,2001,0.157,0.007,,,,,,,0.00385,,
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, roasted, not decaffeinated",90121,2001,78.287605,30.240582,,,,,,,16.63232,22.24479,103.66467
705,SVN,Slovenia,Europe,203,CZE,Czech Republic,Europe,"Coffee, roasted, not decaffeinated",90121,2001,13.801351,18.520481,,,,,,,10.186265,11.0720005,113.475006
705,SVN,Slovenia,Europe,268,GEO,Georgia,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,1.1509502,0.40000004,,,,,,,0.22000003,0.98500013,1.3110001
705,SVN,Slovenia,Europe,276,DEU,Germany,Europe,"Coffee, roasted, not decaffeinated",90121,2001,0.08,0.02,,,,,,,0.011,0.005,
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,Coffee husks & skins,90190,2001,0.377,0.429,,,,,,,0.23595,,
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,"Coffee, roasted, decaffeinated",90122,2001,0.6684542,0.19900002,,,,,,,0.10945001,,1.1650001
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,"Coffee, roasted, not decaffeinated",90121,2001,252.99612,243.03378,,,,,,,133.66858,1.2719151,1422.234
705,SVN,Slovenia,Europe,422,LBN,Lebanon,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,17.005,12.006,,,,,,,6.6033,3.627,2.7129998
705,SVN,Slovenia,Europe,512,OMN,Oman,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2001,9.103,18,,,,,,,17.779806,21.432,61.649998
705,SVN,Slovenia,Europe,642,ROU,Romania,Europe,"Coffee, roasted, not decaffeinated",90121,2001,14.97677,4.3049994,,,,,,,2.3677497,8.433194,26.372803
705,SVN,Slovenia,Europe,643,RUS,Russian Federation,Europe,"Coffee, roasted, decaffeinated",90122,2001,1.76047,0.31266573,,,,,,,0.17196615,0.5310854,1.9153078
705,SVN,Slovenia,Europe,643,RUS,Russian Federation,Europe,"Coffee, roasted, not decaffeinated",90121,2001,26.14832,5.8681493,,,,,,,3.227482,9.931274,35.953857
705,SVN,Slovenia,Europe,710,ZAF,South Africa,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,10.458,1.2,,,,,,,0.66,0.671,3.6590002
705,SVN,Slovenia,Europe,752,SWE,Sweden,Europe,"Coffee, roasted, decaffeinated",90122,2001,6.85,2.25,,,,,,,1.2375001,3.616,7.355
705,SVN,Slovenia,Europe,752,SWE,Sweden,Europe,"Coffee, roasted, not decaffeinated",90121,2001,162.60388,43.732468,,,,,,,24.052858,70.32399,142.96098
705,SVN,Slovenia,Europe,757,CHE,Switzerland,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,33.34092,19.382,,,,,,,19.1449,6.234,55.258
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,19.14495,23.773,,,,,,,23.482185,44.877003,81.494
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, roasted, decaffeinated",90122,2001,0.3906879,0.08686647,,,,,,,0.047776558,0.19441544,0.2978279
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, roasted, not decaffeinated",90121,2001,60.440002,17.647112,,,,,,,9.705912,39.694378,60.494507
705,SVN,Slovenia,Europe,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2001,78.99275,19.627338,,,,,,,10.795036,26.819584,120.25694
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,Coffee husks & skins,90190,2001,0.5703957,0.10467648,,,,,,,0.057572063,,
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, not roasted, not decaffeinated",90111,2001,164.186,147.059,,,,,,,145.26003,223.39153,504.11844
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, roasted, decaffeinated",90122,2001,3.362,0.42,,,,,,,0.23099999,0.76,1.4399999
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, roasted, not decaffeinated",90121,2001,151.46364,33.89962,,,,,,,18.64479,61.358932,116.20833
705,SVN,Slovenia,Europe,8,ALB,Albania,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,26.229,25.704,,,,,,,25.389563,26.594,84.283005
705,SVN,Slovenia,Europe,36,AUS,Australia,Australia and New Zealand,"Coffee, roasted, not decaffeinated",90121,2002,2.872,0.613,,,,,,,0.33715,0.667,0.258
705,SVN,Slovenia,Europe,40,AUT,Austria,Europe,"Coffee, not roasted, decaffeinated",90112,2002,0.082,0.074,,,,,,,0.073094755,0.106,0.243
705,SVN,Slovenia,Europe,40,AUT,Austria,Europe,"Coffee, roasted, decaffeinated",90122,2002,0.123,0.018,,,,,,,0.0099,0.029,0.058999997
705,SVN,Slovenia,Europe,40,AUT,Austria,Europe,"Coffee, roasted, not decaffeinated",90121,2002,3.0602605,0.28497827,,,,,,,0.15673806,0.47796178,0.9349252
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,Coffee husks & skins,90190,2002,0.414,0.165,,,,,,,0.09075001,,
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,69.99,59.22,,,,,,,58.495564,56.615,194.182
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, roasted, decaffeinated",90122,2002,0.55,0.105,,,,,,,0.057749998,0.120000005,0.34399998
705,SVN,Slovenia,Europe,70,BIH,Bosnia Herzegovina,Europe,"Coffee, roasted, not decaffeinated",90121,2002,102.733,54.103,,,,,,,29.75665,61.627003,177.404
705,SVN,Slovenia,Europe,124,CAN,Canada,Northern America,"Coffee, not roasted, not decaffeinated",90111,2002,1.313,0.49,,,,,,,0.48400584,0.544,1.607
705,SVN,Slovenia,Europe,124,CAN,Canada,Northern America,"Coffee, roasted, not decaffeinated",90121,2002,9.312477,1.498,,,,,,,0.82390004,1.983,4.912
705,SVN,Slovenia,Europe,156,CHN,China,China,"Coffee, not roasted, not decaffeinated",90111,2002,3.11,0.732,,,,,,,0.7230454,,
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,166.997,96.48,,,,,,,95.29976,41.093002,316.358
705,SVN,Slovenia,Europe,191,HRV,Croatia,Europe,"Coffee, roasted, not decaffeinated",90121,2002,61.697994,17.873014,,,,,,,9.830158,9.070715,58.60554
705,SVN,Slovenia,Europe,276,DEU,Germany,Europe,"Coffee, roasted, not decaffeinated",90121,2002,2.8635566,0.82987106,,,,,,,0.4564291,0.10009028,0.20118146
705,SVN,Slovenia,Europe,372,IRL,Ireland,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.500542,0.141,,,,,,,0.07755,0.009000001,0.031
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,"Coffee, roasted, decaffeinated",90122,2002,0.371,0.103,,,,,,,0.05665,0.008,0.33499998
705,SVN,Slovenia,Europe,381,ITA,Italy,Europe,"Coffee, roasted, not decaffeinated",90121,2002,140.45605,87.855,,,,,,,48.32025,6.733613,285.52847
705,SVN,Slovenia,Europe,400,JOR,Jordan,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2002,17.233423,8.050001,,,,,,,4.4275007,6.616304,3.3891068
705,SVN,Slovenia,Europe,642,ROU,Romania,Europe,"Coffee, roasted, not decaffeinated",90121,2002,31.049952,6.7700005,,,,,,,3.7235003,10.253106,22.198868
705,SVN,Slovenia,Europe,643,RUS,Russian Federation,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.22014736,0.048,,,,,,,0.026400002,0.067,0.15699999
705,SVN,Slovenia,Europe,703,SVK,Slovakia,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.415,0.12,,,,,,,0.066,0.19999999,0.393
705,SVN,Slovenia,Europe,752,SWE,Sweden,Europe,"Coffee, roasted, not decaffeinated",90121,2002,160.48683,40.019905,,,,,,,22.010948,24.327925,16.848103
705,SVN,Slovenia,Europe,757,CHE,Switzerland,Europe,"Coffee, roasted, not decaffeinated",90121,2002,8.386,2.25,,,,,,,1.2375001,1.437,7.211
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,39.8283,20.305817,,,,,,,20.057415,20.138983,66.56224
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, roasted, decaffeinated",90122,2002,0.09906489,0.020999998,,,,,,,0.011549999,0.023999998,0.069
705,SVN,Slovenia,Europe,807,MKD,North Macedonia,Europe,"Coffee, roasted, not decaffeinated",90121,2002,47.206955,14.081736,,,,,,,7.7449546,16.642548,46.16025
705,SVN,Slovenia,Europe,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2002,20.706545,4.913838,,,,,,,2.702611,5.877698,17.306137
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,Coffee husks & skins,90190,2002,0.065,0.018,,,,,,,0.0099,,
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, not roasted, not decaffeinated",90111,2002,74.44885,79.814026,,,,,,,78.83766,44.20983,261.7104
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, roasted, decaffeinated",90122,2002,0.066,0.015,,,,,,,0.00825,,
705,SVN,Slovenia,Europe,891,SCG,Serbia and Montenegro,,"Coffee, roasted, not decaffeinated",90121,2002,132.94342,41.171413,,,,,,,22.644278,27.171003,135.00117
706,SOM,Somalia,Sub-Saharan Africa,20,AND,Andorra,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,0.203,0.06,,,,,,,0.059266016,,
706,SOM,Somalia,Sub-Saharan Africa,56,BEL,Belgium,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,2.924,4.51,,,,,,,4.454829,,
706,SOM,Somalia,Sub-Saharan Africa,124,CAN,Canada,Northern America,"Coffee, not roasted, not decaffeinated",90111,2002,0.517,0.121,,,,,,,0.11951981,,
706,SOM,Somalia,Sub-Saharan Africa,124,CAN,Canada,Northern America,"Coffee, roasted, decaffeinated",90122,2002,0.316,0.081,,,,,,,0.04455,0.003,0.231
706,SOM,Somalia,Sub-Saharan Africa,124,CAN,Canada,Northern America,"Coffee, roasted, not decaffeinated",90121,2002,0.203,0.048,,,,,,,0.026400002,0.002,0.13700001
710,ZAF,South Africa,Sub-Saharan Africa,12,DZA,Algeria,Northern Africa and Western Asia,"Coffee, not roasted, decaffeinated",90112,2000,0.014,0.05,,,,,,,0.04938835,0.039,1.323
710,ZAF,South Africa,Sub-Saharan Africa,12,DZA,Algeria,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2000,117.573,95.092,,,,,,,93.92874,78.340004,2516.134
710,ZAF,South Africa,Sub-Saharan Africa,24,AGO,Angola,Sub-Saharan Africa,Coffee husks & skins,90190,2000,7.427,0.708,,,,,,,0.3894,,
710,ZAF,South Africa,Sub-Saharan Africa,24,AGO,Angola,Sub-Saharan Africa,"Coffee, not roasted, decaffeinated",90112,2000,0.758,0.025,,,,,,,0.024694175,,
